ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557100293-1007,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or70-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"....and about the game of thrones scenes filmed there, so a tour would be better in the long run...you can also buy a joint ticket with the walls, so that will save a little money..more","Workington, United Kingdom",2017-06-01T00:00:00Z,"nice historic fort, but....",4,1325,1794,alisdairt,"Reviewed June 19, 2017"
1557100270-919,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or160-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...you genuinely will feel like you're straight out of game of thrones. the fort itself is wonderful - there's a theatre on the inside (shakespeare was playing in the evenings when i was there) and there are many different areas of the fort to explore....more,"London, United Kingdom",2015-06-01T00:00:00Z,it's quite a climb but it's worth it!,5,881,340,KiaOraKiwi,"Reviewed November 18, 2015"
1557100298-1025,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or50-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"beautiful views, so amazing to see where so much of game of thrones was filmed. a must to any fan. lots of steps so avoid the midday heat.","Alton, United Kingdom",2017-07-01T00:00:00Z,a must to any game of thrones fan,5,25,16,Helen P,"Reviewed July 8, 2017"
1557100245-824,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or250-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,this place also double as the red keep in game of thrones. there are some fantastic views of dubrovnik's walls and the pile gate,"Liverpool, United Kingdom",2013-09-01T00:00:00Z,good way to spend half a day,5,11,4,Ian P,"Reviewed September 27, 2013"
1557100267-912,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or170-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we did a game of thrones tour so we have climbed out there. we were not informed when we were buying a city wall ticket that we can go over there with a same ticket. stunning view!,null,2015-10-01T00:00:00Z,red keep,5,11,5,Alvaro G,"Reviewed October 6, 2015"
1557100298-1024,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or50-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...lots of scenes from game of thrones filmed here so be prepared for the large got walking tour groups.

not really suitable for pushchairs/ strollers.

there are toilets behind the entrance kiosk  but they were not very clean, no soap or tissue so carry your...more","London, United Kingdom",2017-09-01T00:00:00Z,free with city walls ticket- stunning views.,5,234,101,surrinders,"Reviewed September 17, 2017"
1557100285-973,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...however if you are game of thrones fan, then this place is one of the holy place :)
the view from above the castle is quite amazing, you can directly can see the cliff and the ancient wall in the opposite way.more","Tangerang, Indonesia",2017-07-01T00:00:00Z,only for game of throne fan,4,578,279,LinoYogya,"Reviewed July 25, 2017"
1557100253-859,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...if you are a fan of games of thrones, you will love this as it has been used in the series.  the fort doesn't take long to explore and there is very little information, but i preferred it to the actual walls.  when we visited,...more","Edinburgh, Scotland",2014-09-01T00:00:00Z,a must do for game of thrones fans!,4,163,60,Scotland1981,"Reviewed September 11, 2014"
1557100267-907,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or170-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we did a game of thrones walking tour, which took us into the fort. simply stunning! a location scout's dream. the steps up are a bit steep, but it is so worth it, once you're inside.","London, United Kingdom",2015-10-01T00:00:00Z,what a location!,5,38,18,Dan_Fitz73,"Reviewed October 15, 2015"
1557100253-854,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...itâ€™s outside of the city walls and is also used extensively in game of thrones for the kingâ€™s landing location shoots.  

the entrance is not obvious when you walk outside the walls â€“ just a small staircase takes you down and around to the bottom...more","Princeton, New Jersey",2014-11-01T00:00:00Z,get ready for some step climbing!,4,235,67,Rbakken,"Reviewed February 5, 2015"
1557100298-1030,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or50-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,visited the fort as part of a game of thrones tour. lots of steps and lots of climbing but absolutely worth the view. the location offers a unique perspective on old town and the city walls. fun seeing the got scenes that were filmed there...more,New Jersey,2017-08-01T00:00:00Z,great views of the city,5,132,54,JenniferS894,"Reviewed August 31, 2017"
1557100301-1037,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or40-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...there is not a great deal to see but some go on the ""game of thrones"" tour.  it is a great approach to it  and the views of the coast and across to the nearby walls and the old city beyond it are excellent. well...more","St Helens, United Kingdom",2017-09-01T00:00:00Z,a superb view point over to the old city,4,458,197,geoffviking,"Reviewed October 26, 2017"
1557100303-1043,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or30-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the fort lovrijenac is such a beautiful historical fort. game of thrones show have filmed lots of scenes inside this fort. the fort has such a great angle to shoot a great photos of the old town of dubrovnik.,null,2018-05-01T00:00:00Z,a must visit!,5,37,9,Ahmad A,"Reviewed May 20, 2018"
1557100293-1003,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or70-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this is a must see if you are interested in the game of thrones series.  many of the scenes were shot in or near the fort.

the fort also gives a great view of the city itself.  in my opinion, the view from the fort...more",null,2017-07-01T00:00:00Z,great view,4,89,17,jericon2016,"Reviewed July 2, 2017"
1557100306-1054,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or20-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"a short walk away from the old town and up some steep steps, brings you to the fort.  you get a viewing point of the old town and the surrounding areas.","Wigan, United Kingdom",2018-08-01T00:00:00Z,game of thrones tour location,5,48,23,Yuk-Lam,"Reviewed August 9, 2018"
1557100253-860,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,this is amazingly well preserved fortress which we visited as part of a game of thrones walking tour. it is used extensively in the series but is worth a visit on its own account and for the views.,Argyll,2014-10-01T00:00:00Z,amazing old fortress,5,49,21,Lisbonlioness,"Reviewed October 7, 2014"
1557100277-948,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or130-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"fort lovrijenac: kings landing without visual effects. a must for game of thrones addicts. only complaint, cersai was not at home ;-)","Hamburg, Germany",2016-06-01T00:00:00Z,fort lovrijenac aka kings landing (got),5,4,1,strobel92,"Reviewed July 4, 2016"
1557100261-890,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or190-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,had a family which are fans of the tv series and we put together our own setting walk. this included the fort with wonderful views/shade and very quiet. your wall ticket included the entrance here,Scotland,2015-07-01T00:00:00Z,game of thrones !!,4,57,16,Kaz97,"Reviewed July 18, 2015"
1557100261-889,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or190-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...as a game of thrones fan it was nice to see a couple of set locations both on the way and whilst we were there. 
it has a really impressive history and is very well maintained.more","Plymouth, United Kingdom",2015-09-01T00:00:00Z,reasonably priced.,5,85,63,607lewisl,"Reviewed December 14, 2015"
1557100261-886,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or190-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...i went first thing in the morning and had the place to myself, which made it even better.

there are more game of thrones filming locations here as well.more","Oxford, United Kingdom",2015-08-01T00:00:00Z,steep walk but worth it,4,106,56,anthonycM5581HE,"Reviewed August 7, 2015"
1557100275-934,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or140-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"small fort used as a back drop to the game of thrones tv series (kings landing)
price is included in the city walls ticket price or 30kn (â£3) if not. 
the fort seems to miss the hoards of tourists that go around the city walls...more","london , england",2016-06-01T00:00:00Z,included in the city walls ticket,4,211,124,TMC_london,"Reviewed June 17, 2016"
1557100303-1050,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or30-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the fort is an excellent use of time theres a nice climb up but the panoramic view is amazing and amazing site that is a must see,null,2017-06-01T00:00:00Z,stunning view and love the tie to game of thrones,5,14,3,Travelexpert2019x,"Reviewed April 1, 2018"
1557100270-916,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or160-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"if you are a game of thrones fan you must go this place !
beside that, the view of the old town is amazing !","Rio de Janeiro, RJ",2016-07-01T00:00:00Z,beautiful view,5,14,0,bdeburger,"Reviewed August 1, 2016"
1557100293-1012,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or70-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...the biggest high would be for game of thrones fans as the fort is part of the red keep set. a must see for all, but there are a few stairs to get to the top.more","Tatura, Australia",2018-05-01T00:00:00Z,what a view,4,150,27,cockyconan,"Reviewed June 18, 2018"
1557100272-924,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or150-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,it is not so crowded and gives you great views of the city. i sat there for an hour listening to the waves. lot's of game of thrones shot there if all the tour guides are anything to go by.,"Lake Havasu City, Arizona",2016-05-01T00:00:00Z,best thing in town,5,389,83,Michael T,"Reviewed May 16, 2016"
1557100309-1063,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or10-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,i came to the fort as part of a game of thrones tour. you get some excellent views of the sea and also dubrovnik old town and the city walls. the only thing to bear in mine is the 168 steps (i think thatâ€™s the...more,"Greater Manchester, United Kingdom",2018-09-01T00:00:00Z,a must in dubrovnik!,5,29,15,laurae806,"Reviewed October 2, 2018"
1557100277-952,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or130-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,went here whilst on a game of thrones your and the amount of steps nearly got the better of me but so glad i stuck with it as the view from the top is just so beautiful.  you can see all over the old town...more,"Altrincham, United Kingdom",2016-06-01T00:00:00Z,lots of steps,3,6,0,TillyKaye,"Reviewed June 24, 2016"
1557100245-827,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or250-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i'm pretty biased about this fort as i love game of thrones and this is where they film the red keep for king's landing. if you don't watch it, i wouldn't worry about it as there's nothing really there besides the views (most of which...more",null,2013-08-01T00:00:00Z,not much to do!,4,79,38,TomG20415,"Reviewed August 2, 2013"
1557100248-842,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or240-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we visited this whilst on a game of thrones tour. they gave history of the fort itself and it was worth while the trip. we were tols this attraction ia often overlooked which ia a shame because you dont want to miss this. have a...more,"Coventry, United Kingdom",,spectacular views and location,5,47,41,RachaelM553,"Reviewed April 25, 2014"
1557100264-894,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or180-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,stunning views of the old city and the surrounding area and if your a fan of game of thrones this is a must visit! also known as 'the red keep' on the hit hbo series you'll feel as if you've been transported back in time...more,United States,2015-09-01T00:00:00Z,aka the red keep,5,23,14,TheTripArtiste,"Reviewed September 30, 2015"
1557100288-991,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or90-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,definitely worth doing after you've done the city walls especially if you are a game of thrones fan. about a 10 min walk from the city walls and that includes the steps up. we were ready to pay to go in but the person at...more,"Leicester, United Kingdom",2017-07-01T00:00:00Z,included in ticket for city walls,4,67,29,162ollym,"Reviewed July 31, 2017"
1557100301-1039,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or40-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...lots of interesting spaces inside and out but no displays or information about what they were or its history which is a shame. maybe these could also feature info about how it was used in game of thrones too.more,null,2017-10-01T00:00:00Z,worth a visit,4,22,6,421mickp,"Reviewed October 18, 2017"
1557100293-1005,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or70-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"the fort gives you an amazing opportunity to view the city from above. be prepare however to climb many, many stairs, but it is worth the price and the workout. +1 if you are a game of thrones fan, you'll recognize the area ;)","Montreal, Canada",2018-08-01T00:00:00Z,superb view !,5,6,5,Mareved,"Reviewed August 14, 2018"
1557100280-956,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or120-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,fort outside city walls where many game of thrones scenes were filmed. in the summer they organize some music and art festival inside there. wonderful sight from the top.,"Rome, Italy",2016-08-01T00:00:00Z,for got fans,4,40,13,NeriD,"Reviewed August 24, 2016"
1557100259-877,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or200-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we visited fort lovrijenac as part of the game of thrones walking tour, as the fort was used in much of the filming of got, as the red keep. 
the walk up to it is beautiful and the views when you get up there over...more","Galway, Ireland",2015-05-01T00:00:00Z,epic views of old town dubrovnik,5,10,4,timcS8462RS,"Reviewed June 2, 2015"
1557100253-855,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...we were on a game of thrones tour and this was a great stop. the views from here were also spectacular. we loved looking at location shots from the tv show and seeing where they were shot. the cannonballs on display were also impressive. if...more,"Pesotum, Illinois",2014-10-01T00:00:00Z,game of thrones filming location,5,44,14,GrammyMarilyn,"Reviewed October 15, 2014"
1557100282-967,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or110-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...also, you will appreciate it, if you enjoy game of thrones. the walk itself is also picturesque, but mind to turn to the left right at the first opportunity when walking from old town side. the sign is on far wall, hard to notice.more","Riga, Latvia",2016-09-01T00:00:00Z,included in your city walls ticket; nice views,3,30,11,Daina O,"Reviewed September 24, 2016"
1557100267-903,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or170-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"climbed up here as part of the game of thrones tour. great building with superb views. there are a lot of steps so take care. would cost 30kuna each if just visiting the fort, but this gets you on the city walls for 70 not...more","Durham, United Kingdom",2015-10-01T00:00:00Z,if you can climb the steps it is worth the view,5,183,144,LinaYorkshire,"Reviewed October 31, 2015"
1557100285-980,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...although a bit expensive, in my opinion, since you're basically paying just for the view of the old town.. anyway, the view is indisputable breathtaking. of course, it's also amazing for any game of thrones fans, since a lot of scenes were filmed there!more","Stockholm, Sweden",2017-06-01T00:00:00Z,a bit expensive but worth it!,4,19,0,MarianaRito,"Reviewed June 16, 2017"
1557100245-832,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or250-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"a great fortress. the view of the fortress itself, and from the inside is amazing. very good preserved . for the fans of the show "" game of thrones"" - you should know that a lot scenes where filmed here.","Sofia, Bulgaria",2012-10-01T00:00:00Z,must see,5,109,33,MarinelaP,"Reviewed November 7, 2012"
1557100259-878,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or200-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,i went here because of its relation to game of thrones. there is a scene filmed here (joffrey's name day celebration) but if it wasn't for that i'm not sure how interesting it is. its a pretty cool castle with great views of the old...more,null,2015-04-01T00:00:00Z,good for game of thrones fans,4,22,10,Ben R,"Reviewed April 27, 2015"
1557100301-1034,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or40-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we visited as part of a game of thrones tour. entry is free if you've bought a city walls ticket. it's amazing how many scenes were filmed in such a small area. fantastic views to the old town and black water bay. 280 steps up...more,"Newcastle upon Tyne, United Kingdom",2017-10-01T00:00:00Z,a must for got fans,4,50,19,AQ1975,"Reviewed November 7, 2017"
1557100306-1059,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or20-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...it doesn't take too long to see, 15 - 45 minutes or so. for any game of thrones fans, this is ""the red keep"" -- you certainly can appreciate the classic game of thrones view of the city walls from here!more","Palo Alto, California",2018-06-01T00:00:00Z,come here after 5pm to avoid crowds and take nicer photos,5,27,9,ameliorate_world,"Reviewed June 30, 2018"
1557100277-947,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or130-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,spectacular venue for a show....watched hamlet and it was mind blowing. it's also the venue where game of thrones was shot...loads of stairs but wiorth it all. flat shoes help!,"Nairobi, Kenya",2016-07-01T00:00:00Z,hamlet,5,8,3,nj0ki,"Reviewed July 13, 2016"
1557100248-840,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or240-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,very evocative to be here. price is included in the ticket for the city walls which can be used on a different day. handy if you don't fancy doing lots of climbing all on the same day. very steep steps to get to the top...more,West Sussex,2014-05-01T00:00:00Z,game of thrones,5,130,82,loobyloo2000,"Reviewed May 7, 2014"
1557100261-884,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or190-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...it's amazing to see where it is that such an iconic location in game of thrones is filmed. for those who don't like or haven't watched the series it is still a site to visit. the view from here is great!more,"Miami, Florida",2015-08-01T00:00:00Z,great,5,27,9,vsn123,"Reviewed August 20, 2015"
1557100290-999,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or80-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...the only fact i learned with certainty is that scenes from game of thrones were filmed here, a fact which follows you around most of dubrovnik. cists 50 kuna eachmore","London, United Kingdom",2017-04-01T00:00:00Z,pleasant view,2,165,55,Ruth N,"Reviewed April 4, 2017"
1557100298-1027,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or50-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...only downside was that there wasn't any information about the history of the castle, although the majority of visitors were there for the game of thrones tour, so that was what most people were interested in. a much quieter alternative to the city walls tour.more","Seville, Spain",2017-09-01T00:00:00Z,great views of thr old town,4,8,1,robinbatchelor,"Reviewed September 8, 2017"
1557100293-1006,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or70-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the fort is a great visit and is a game of thrones filming location (joffreys name day tournament). the bay on the other side from the old town has some lovely local beach bars which serve reasonable food with great views.,"London, United Kingdom",2017-06-01T00:00:00Z,"good fort, better cove",3,211,72,jojostevens8,"Reviewed June 21, 2017"
1557100301-1035,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or40-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this is a very popular attraction for fans of game of thrones, as many scenes from the hit show were filmed here. thereâ€™s not a lot to see in the fort itself but, since itâ€™s located outside the town walls, itâ€™s definitely worth visiting for...more","Gold Coast, Australia",2017-09-01T00:00:00Z,stunning views,4,163,70,TravelLover50,"Reviewed November 1, 2017"
1557100259-875,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or200-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,die hard game of thrones fans - this is a must to visit. it's worth the climb and the view is unbelievable!  find a quite corner and peek thru the port hole windows and see the red roof houses of dubrovnik!  climb the steps and...more,"San Francisco, California",2015-06-01T00:00:00Z,"game of thrones "" fan"" tastic moment",5,88,24,AngelwWings,"Reviewed July 20, 2015"
1557100306-1055,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or20-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"fan of game of thrones? or simply a fan of castles and history? i highly recommend buying the ancient walls ticket and start by walking the walls and after that, use that same ticket to visit fort loverijenac. the view from the top is beautiful...more",null,2018-07-01T00:00:00Z,the famous â€œred keepâ€�,5,129,77,christopheboucher,"Reviewed July 17, 2018"
1557100288-992,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or90-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...the views of the old town, walls and adriatic sea all together is breathtaking. if you are a game of thrones fan, you cannot miss this place!  also note  there are many steps to reach the fort, and they are steep.more","Edinburgh, United Kingdom",2017-07-01T00:00:00Z,"great views, but a bit disappointing inside!",4,47,22,AnuSrinath,"Reviewed July 27, 2017"
1557100256-872,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or210-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...intact, impressive and clearly game of thrones material. in fact, you will want to take care on the steps, the terraces and within the building. it has the potential to be a dangerous place!
what i really wanted to see was a sign or two...more","London, United Kingdom",2015-02-01T00:00:00Z,nobody has mentioned...,5,129,120,liketOtravel00742,"Reviewed February 10, 2015"
1557100272-931,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or150-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we ended up climbing up to the top of the fort during a game of thrones walking tour (i was unaware we were going up there and entrance was included). if you paid to go to the city walls, you do not have to pay...more","Tacoma, Washington",2016-03-01T00:00:00Z,best view of the old city,5,146,89,RachelRoamsAround,"Reviewed March 30, 2016"
1557100251-849,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or230-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we visited on a game of thrones tour of dubrovnik (viatour). it was so quiet, i think a lot of visitors miss it. the views over the old town were spectacular. a lot of scenes for got were filmed in the fort and on the...more","London, United Kingdom",,great views and a must see for got fans,5,36,37,samnew,"Reviewed August 1, 2014"
1557100285-979,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...fort lovrijenac is a cliff top fortress and theatre built 37 feet high overlooking the sea. it was used in the filming of game of thrones as the red keep in king's landing the capital of the seven kingdoms.more,"Bridlington, United Kingdom",2016-10-01T00:00:00Z,fort lovrijenac dubrovnik,5,349,299,Whackend,"Reviewed October 20, 2016"
1557100295-1019,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or60-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...the views of the adriatic sea and the city walls from the top is amazing. another landmark which was used as a shooting location for game of thrones fans.more,"London, United Kingdom",2018-09-01T00:00:00Z,beautiful castle,4,45,21,Sundeep_Anand,"Reviewed September 11, 2018"
1557100272-930,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or150-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"a must see, many will recognise it from game of thrones. i took many photos of this from the city walls walk","Chesterfield, United Kingdom",2015-07-01T00:00:00Z,stunning,5,117,53,Rockies14,"Reviewed April 1, 2016"
1557100298-1031,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or50-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...famous for game of thrones, but you don't have to be a fan to appreciate this. quiet, away from the bustle of the old town maybe many people who walk the walls are too tired to climb up to it??? maybe a little brief if...more","Brixham, United Kingdom",2017-08-01T00:00:00Z,worth a visit & included in the price of entry to the old town walls,4,32,17,russelljf72,"Reviewed August 27, 2017"
1557100309-1068,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or10-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,a must visit alongside the old town.  great to wander round the fortress whilst trying to recognise film sets from game of thrones.  fantastic views from the walls.,"Isle of Portland, United Kingdom",2018-05-01T00:00:00Z,excellent view of the old town,5,124,42,spudDorset,"Reviewed September 9, 2018"
1557100248-839,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or240-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"climbed many many stairs to get up here.  if you bring your city walls ticket then entry is free, otherwise its 30 kuna.  more stunning views of the city.  i believe game of thrones film here too....","Dundee, United Kingdom",2014-05-01T00:00:00Z,remember you city walls ticket!,4,66,68,ScottishTourist,"Reviewed May 19, 2014"
1557100256-868,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or210-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...the fort is fun to explore and not nearly as busy as other attractions in dubrovnik. the views are spectacular! for game of thrones fans, plenty of their scenes were filmed here.more","London, United Kingdom",2015-08-01T00:00:00Z,beautiful views from the top,4,240,103,MzTaylor88,"Reviewed August 13, 2015"
1557100277-951,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or130-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we visited this place while doing the  game of thrones tour. it you have walked the walls . keep your ticket for free entry to here . you don't have to go up all the steps . there is an entrance just past before the...more,"County Wexford, Ireland",2016-06-01T00:00:00Z,great views,4,43,30,Christina_Barry,"Reviewed June 26, 2016"
