ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557099649-202,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or620-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we decided to climb the 157 stairs to the top and it was totally worth it! 

the views are amazing from the top.

keep your tickets from the old city walls and entrance to the fort is included.",United Kingdowm,2015-07-01T00:00:00Z,worth the stairs!,5,70,48,mrslaurariddell,"Reviewed July 12, 2015"
1557099689-348,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or470-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,well worth the climb up the steps. views breathtaking. great panorama over the walls and the island.,Angouleme,2016-05-01T00:00:00Z,magnificent views of old town,5,5,3,Dave M,"Reviewed May 31, 2016"
1557099652-204,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or610-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"a hefty walk up steps to get there, but well worth the effort. an intact fort which transports you back to days gone by. another got location.","Bedford, United Kingdom",2015-07-01T00:00:00Z,got location,5,114,50,Abigail G,"Reviewed August 13, 2015"
1557099775-680,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or140-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the setting of the fort is stunning and worth the climb up the steps. the entry is included in the walls ticket - you can buy at either the walls or the castle - you can use on different days. but just one entry to...more,"St. Albans, United Kingdom",2018-04-01T00:00:00Z,good views and scenery,5,148,59,Paul_UK,"Reviewed April 11, 2018"
1557099789-725,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or90-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the view is amazing and it is not too difficult or hot as the wall. the entrance from the square is not adequately identified.,"Rio de Janeiro, RJ",2018-08-01T00:00:00Z,beautiful view,4,16,2,Alexandre1972Rio,"Reviewed August 7, 2018"
1557099718-456,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or360-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,it's fun to explore up and down the stone steps and there are great views.  i recommend taking some history information because there is very little in the building to tell you about it.,"Redhill, United Kingdom",2016-09-01T00:00:00Z,good exploring,4,7,3,357DerekP,"Reviewed October 1, 2016"
1557099700-389,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or430-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we went with a tour and the views of dubrovnik are fantastic from the top of the fort. entrance fee was covered in the tour price. well worth a visit.,"Dunfermline, United Kingdom",2016-06-01T00:00:00Z,great for got fans,5,4,0,stupot361,"Reviewed July 3, 2016"
1557099681-317,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or500-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"great views of the old city, quieter than the walls but just as good. can go up as part of the ticket for the walls.","Leeds, United Kingdom",2016-04-01T00:00:00Z,lovely,5,13,9,Tom L,"Reviewed April 26, 2016"
1557099639-156,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or660-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,at first it is difficult to find how to actually get to the fort as the signpost is in a strange place pretty much out of sight. it looks as if you are going into a restaurant but this path leads down to a picturesq...more,"Newcastle, United Kingdom",2015-05-01T00:00:00Z,on the set of game of thrones,5,275,118,Kath1722,"Reviewed May 5, 2015"
1557099615-66,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or750-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"if you take the ancient city wall tour in old town (100 kuna) you can also get access to fort lovrijenac. the fort is a bit of a climb up a few sets of stairs, but once you get to the top, you have a...more","Orange County, California",2014-06-01T00:00:00Z,a great add-on to your city wall tour,4,181,97,Jordan C,"Reviewed June 21, 2014"
1557099726-489,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or330-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"built on a cliff, not particularly beautiful, but very imposing fortress, through which comes a nice climb paths through the park, and that offers beautiful views of the city and the sea.the interior is interesting, but not as views from the top of the stone...more","Dubrovnik, Croatia",2016-08-01T00:00:00Z,hamlet's home,5,83,42,MirkoL826,"Reviewed November 15, 2016"
1557099687-340,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or480-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,this is included with the ticket to the walls of the old town but the vast majority of people either don't bother or don't realise. there are lots of steps to climb but it is worth it and you get great views.,"Presteigne, United Kingdom",2016-05-01T00:00:00Z,great views,4,34,22,crandhim,"Reviewed May 20, 2016"
1557099662-244,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or570-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i climbed to this fortress - it is a long climb, but not hard to do, and the views of dubrovnik and the surrounding area, once you reach the top, are terrific",California,2015-09-01T00:00:00Z,great views of dubrovnik,4,248,71,pico1,"Reviewed September 30, 2015"
1557099729-494,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or320-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we did this only because it was part of our city wall tickets.  nice views but not any more spectacular than the wall.   children will enjoy the cannon but there is little else worth the trek up to the top.    i do not recommend for...more,"Annandale, Virginia, United States",2017-02-01T00:00:00Z,included with wall ticket so worth the trip,3,452,191,Barbara8211,"Reviewed February 13, 2017"
1557099613-62,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or760-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"there are a lot of stairs to get to this attraction, but it is well worth the climb. the interior is empty, but it is still great to look at. (and if you are a game of thrones fan, you can see where many scenes...more",null,2013-10-01T00:00:00Z,gorgeous,5,115,92,Linnea R,"Reviewed November 16, 2013"
1557099689-349,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or470-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this was included in the price if you paid for the wall walk, so whether or not you actually want to do it, you might as well - you have paid for it!

you will encounter a lot of open space and no doubt get...more","Bournemouth, United Kingdom",2016-05-01T00:00:00Z,a feature that doesn't quite offer much,3,54,18,ItchyTraveller,"Reviewed May 29, 2016"
1557099657-227,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or590-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,really enjoyed this. the price is included in the cost of the ancient city walls walk so it was free for us. fabulous views and if you watch game of thrones you'll spot it as the set for some of the scenes. the walk up...more,Birmingham,2015-08-01T00:00:00Z,great views,5,93,38,s_murrelluk,"Reviewed August 29, 2015"
1557099804-788,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or30-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"donâ€™t miss out visiting this fort, as it offers panoramic views of the old town, city walls and the sea. definitely worth it. if you get the dubrovnik card or ticket to city wall entrance is included.","Greensboro, North Carolina",2018-09-01T00:00:00Z,beautiful panoramic views,4,66,9,Roxana B,"Reviewed October 14, 2018"
1557099731-510,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or310-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"so if you are a game of thrones fan, you would like to o there. a lot of scenes are shoot there. they have an entrance fee which is not a big one, and the view to the old city is just amazing. even if...more",null,2016-10-01T00:00:00Z,got fans,4,40,12,Maria S,"Reviewed March 14, 2017"
1557099652-206,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or610-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,it's a heck of a walk up those stairs up to the fort but the views are some of the best in the city. it smells so nice up there from the sea. if you get a city wall ticket the fort is included so...more,null,2015-08-01T00:00:00Z,was nice and so open,4,9,1,Jeanette M,"Reviewed August 12, 2015"
1557099676-296,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or520-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i think it cost 30 kuna to enter the fort.  the views of old dubrovnik and the surrounding adriatic are phenomenal.  it's a decent climb, but a big dude like me did it no problem!",Los Angeles,2016-03-01T00:00:00Z,a good climb equates to a magnificent scene!,5,348,150,TheMulv,"Reviewed March 21, 2016"
1557099804-785,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or30-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we've seen this fortress many times from the harbour area near the pile gate but this was the first time we have been inside. the signage is not good but you can see where you need to head for - up the steps, and then...more","Scunthorpe, United Kingdom",2018-09-01T00:00:00Z,awesome!,5,920,457,Linda A,"Reviewed October 17, 2018"
1557099620-85,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or730-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the fort is well preserved and has an interesting history. it is the sight of many scenes from the series.,"London, United Kingdom",2014-08-01T00:00:00Z,game of thrones stage,4,14,2,Kathryn L,"Reviewed August 7, 2014"
1557099726-490,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or330-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"many tourists overlook this fort, but it should not be missed. climb to the top and you will find stunning views of the adriatic sea, the old town, the island of lokrum, and more. don't miss the history - every corner tells a story. soak...more","Washington DC, District of Columbia",2016-09-01T00:00:00Z,stunning views,5,14,4,Anne W,"Reviewed November 10, 2016"
1557099673-291,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or530-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"worth making the visit in to galle fort or even staying right within the walls of the fort.  lovely views and lots of interesting people watching.  also close to the cricket grounds, so good for cricket fans to see.","Surrey, England",2015-11-01T00:00:00Z,worth a visit and a good long walk along the walls,4,80,32,Michele B,"Reviewed December 9, 2015"
1557099644-180,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or640-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,if you are a fan of the game of thrones tv series visit here. very recognisable location. great view out onto the adriatic,null,2015-05-01T00:00:00Z,game of thrones set location,4,12,5,Steve W,"Reviewed June 4, 2015"
1557099628-114,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or700-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,you get this as part of your walls ticket. i am sure that lots of people have collapsed before they get here - but it is worth a visit and you can come the day after the walls on the same ticket.,North Wales,2014-09-01T00:00:00Z,interesting visit,5,99,60,Maretta,"Reviewed October 2, 2014"
1557099687-336,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or480-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,best to visit when combined with game of thrones -tour (entrance included to the tour). the view to old city and sea is breath taking. take good grip of your hat because it is windy up there. the view and sense of history (+shooting scenes...more,"Joensuu, Finland",2016-05-01T00:00:00Z,beautiful view,4,18,5,Laralaku,"Reviewed May 24, 2016"
1557099610-47,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or770-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"it seems most people who buy the ticket for the city walls are unaware they can use to visit lovrijenac. when i went there, i was the only one inside. as mentioned before, it was used for filming game of thrones. there are some great...more","London, United Kingdom",2013-10-01T00:00:00Z,surprisingly empty,4,119,70,ricdyin,"Reviewed October 14, 2013"
1557099715-450,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or370-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,not much to see in this fort but worth the visit for (yet) another different view of the city. very little information given on the actual fort!,"Chelmsford, United Kingdom",2016-09-01T00:00:00Z,ok for another view of the city.,3,324,113,JR_Essex,"Reviewed September 15, 2016"
1557099600-5,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or810-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,a visit to the fort is included in the price of a ticket to walk around dubrovnik city wals but almost people don't realise imt and the tourist office does not tell you. it's worth the climb for the view across to the city walls,"Billericay, United Kingdom",2012-05-01T00:00:00Z,good views but little else,3,256,141,EssexRichard,"Reviewed May 27, 2012"
1557099752-589,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or230-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"our visit to dubrovnik was leisurely and we had plenty of time so we took in this fort just outside the old city. as with many such sites in the area it does represent a bit of a climb, but it is well worth it....more","Brussels, Belgium",2017-08-01T00:00:00Z,"nice, but only if you have the time to spare.",3,113,61,jozefo2013,"Reviewed August 21, 2017"
1557099749-580,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or240-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"another must for got fans - this is the red keep. there isn't much to actually see and you really need to be on a got tour to have the scenes explained. there are, however, spectacular views over the city, which is worth the entrance...more","Hinckley, United Kingdom",2017-07-01T00:00:00Z,it's the red keep,3,645,242,SueK739,"Reviewed August 5, 2017"
1557099760-618,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or200-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"if you have already paid for the walls, bring your ticket to get in free, otherwise you will need to pay 50k per person even if you have bought a dubrovnik card.  not much in the way of information but excellent views back on the...more","Hampshire, United Kingdom",2017-09-01T00:00:00Z,great views and interesting spaces,4,13,6,Kim C,"Reviewed October 7, 2017"
1557099726-483,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or330-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,fortress outside walled old town dubrovnik used in game of thrones as the red keep.  the setting is beautiful with great views of the city.  worth the walk up the hill.,"Salt Lake City, Utah",2016-11-01T00:00:00Z,it's the red keep!,4,146,28,Krazykat26,"Reviewed December 21, 2016"
1557099705-405,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or410-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,what seemed to be an excellent place to watch the sunset ended up in being a big disillusion as the door the the fort closes at 19:30 - when the sun was setting at 20:20! not sure what the idea is behind the closing of...more,"Porto, Portugal",2016-07-01T00:00:00Z,over 170 steps and the gate is closed!,1,23,9,carlos c,"Reviewed July 26, 2016"
1557099768-649,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or170-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"the view up is stunning but around the foundation is an interesting piece of shallow water with some boats as well as a place for fishing. we stay just around the corner and each day, we see families having a great time sunning themselves, some...more","Toronto, Canada",2017-11-01T00:00:00Z,stunning view and an impression of forever,4,179,76,aesta,"Reviewed November 9, 2017"
1557099786-715,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,you must visit the fort (the red keep) from game of thrones during any visit to dubrovnik old. the climb up to the fort is a challenge but well worth it. the fort has a great atmosphere and the panoramic views from the top are...more,"Market Weighton, United Kingdom",2018-07-01T00:00:00Z,very atmospheric with great views,5,121,37,David O,"Reviewed July 3, 2018"
1557099768-647,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or170-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,passed this place several times before finding there are a couple of ways to get to it. fairly steep steps and then a cost to get in but not dear.  apart from the view across to the old town walls and the sea there is...more,"Southampton, United Kingdom",2017-10-01T00:00:00Z,half term visit,4,98,52,grumble13,"Reviewed November 26, 2017"
1557099810-804,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or10-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this is a must-see for your first visit to dubrovnik! it has such a great history, amazing photo ops, and was used many times in the filming of game of thrones.
when we went, it was 50 kuna per adult to enter. to get the...more","San Antonio, Texas",2019-03-01T00:00:00Z,historic fort with beautiful panoramic views,4,9,6,mikeoliva,"Reviewed March 25, 2019"
1557099689-350,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or470-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"a beautiful attraction, which seems to be forgotten by the tourists. there is always a crowd on the city walls of dubrovnik, and even though the ticket for the city walls includes the entrance fee to the st. lawrence fort, a lot of tourists seem...more",null,2016-05-01T00:00:00Z,the forgotten attraction,5,11,3,Marko Å½,"Reviewed May 29, 2016"
1557099655-215,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or600-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"entrance is free if you show your ticket to the city wall, but otherwise it's 30 hrk per person. the fort itself is virtually empty and has little to offer except the most beautiful sights of dubrovnik, even better than those at the top of...more","Porto, Portugal",2015-07-01T00:00:00Z,great views to dubrovnik,5,317,154,Pedro P,"Reviewed August 23, 2015"
1557099775-679,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or140-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this was the final activity for our day touring dubrovnik old town. itâ€™s a bi5 of a climb to the top, but well worth it. the views overlooking the walls, city and coast is magnificent. 
make sure you keep your â€œwallâ€� ticket as this provides...more","Melbourne, Australia",2018-04-01T00:00:00Z,magnificent views overlooking old town,5,132,61,Andrew C,"Reviewed April 12, 2018"
1557099610-51,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or770-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,this is the castle that no one seems to visit.the castle is included in the price of the city walls ticket.great views toward the ocean and the city walls.there is a steep climb up to the castle of about 100 steps.3 levels of varied views...more,"Boston, Massachusetts",2013-08-01T00:00:00Z,avoid the cruise tourists,4,179,456,brownfootedboobie,"Reviewed September 26, 2013"
1557099741-552,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or270-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"great view but not much else so i wouldnt recommend the 172 (or so) steps if you havent purchased either the city pass or walls tour.
seems most people visit this fort as its connected to game of thrones but dont go ou of your...more","Derbyshire, United Kingdom",2017-06-01T00:00:00Z,great view and included in city wall price,3,16,6,midlandsbm,"Reviewed June 5, 2017"
1557099668-268,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or550-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"what a great last spot with your wall ticket to visit.  take a chilled bottle of white wine in your bag and head up before sunset.  crowds have diminished, and catching great photos as the sun slips past the ocean horizon will be a great...more","San Diego, California",2015-10-01T00:00:00Z,bring a bottle of wine at sunset,5,125,112,Flashpacker08,"Reviewed October 16, 2015"
1557099726-492,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or330-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we visited as part of the game of thrones tour and it was interesting to see how the fort had been used in the series. the actual history was interesting too. i have to confess to being more interested in the fact that 2cellos were...more,Hampshire,2016-10-01T00:00:00Z,"""kings landing!""",5,99,64,chebs66,"Reviewed November 3, 2016"
1557099679-304,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or510-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"you can feel the history in the old fort and imagine what it was like centuries ago! it is a bit of a climb up the stone steps to get there, but not too arduous and well worth it for the views that it affords...more",Edinburgh,2016-04-01T00:00:00Z,evocative,5,82,59,SpencerTed,"Reviewed April 15, 2016"
1557099731-503,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or310-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"there is a bored man to take your entance fee, and that is all the information you get, as there are no information boards or leaflets. there is a nice view from the top, as there are from many locations in dubrovnik. the only fact...more","London, United Kingdom",2017-04-01T00:00:00Z,pleasant view,2,165,55,Ruth N,"Reviewed April 4, 2017"
1557099762-627,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or190-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,quite a climb to get to the fort and then to the top but worth it to get great views back over the old town. lots of interesting spaces inside and out but no displays or information about what they were or its history which...more,null,2017-10-01T00:00:00Z,worth a visit,4,22,6,421mickp,"Reviewed October 18, 2017"
1557099633-136,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or680-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this is free if you show your ticket for the main city walls, otherwise you have to pay about â£2. we had to take several stops on the way, plenty of benches supplied, as the steps are many. game of thrones fans, this is where...more","Chester, United Kingdom",2014-10-01T00:00:00Z,good excercise to get there.,5,23,25,Jeanniebeannie777,"Reviewed January 22, 2015"
1557099700-387,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or430-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,nice views but lots of stairs which i wouldn't recommend in the mid day heat! i don't think it was too expensive but i wouldn't have minded missing it.,"Kingston-upon-Hull, United Kingdom",2016-07-01T00:00:00Z,good views,4,45,17,Doctorfancy,"Reviewed July 6, 2016"
1557099684-328,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or490-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"the fort itself is not terribly interesting - it's much like any other fort - a courtyard surrounded by rooms and terraces on several levels. but the views of dubrovnik are sensational, especially in the afternoon when the sun is lighting up the western walls...more",Melbourne,2016-05-01T00:00:00Z,great spot for taking pictures,4,33,14,GaramMassala,"Reviewed May 9, 2016"
1557099786-713,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the massive fort just outside the walls of dubrovnik is quite something to tour.  although there is little inside to see other than the walls and fountain it has a spectacular view of dubrovnik and the sea beyond.  if you have walked the walls of...more,Kelowna,2018-06-01T00:00:00Z,game of thrones filmed here,4,118,40,anniekelowna,"Reviewed July 4, 2018"
1557099794-745,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or70-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"if you bought a ticket to walk the city walls, save your ticket because it includes entrance to fort lovrijenac. yes the 350 steps to get up can be intimidating but there are plenty of places to stop and take a break. 

game of thrones...more","New York City, New York",2018-08-01T00:00:00Z,worth all the steps,5,52,87,arment210,"Reviewed September 2, 2018"
1557099615-68,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or750-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"wow!--after looking at this from the balcony of our hotel for the first few days of our time in dubrovnik, we decide on one of our final days to make the trip up!  it was good exercise--quite a few stairs--but the architecture was interesting.  and...more","Chicago, Illinois",2013-10-01T00:00:00Z,inspiring views!,4,1783,765,brmusicman,"Reviewed June 12, 2014"
1557099737-531,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or290-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this is worth a visit, be warned lots of steps to climb but worth the views as you get about the fort and look out in all directions. heard it can be very busy in summer season so glad we got there when it was...more","Bodicote, United Kingdom",2017-04-01T00:00:00Z,fortified,3,260,54,idaho92,"Reviewed April 29, 2017"
1557099783-705,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or110-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the cost of a ticket to the old town walls also includes admission to the fort. the paths to the castle are very steep and uneven so not suitable for visitors with mobility problems. the views over the old town and surrounding areas make the...more,"Conwy, United Kingdom",2018-06-01T00:00:00Z,"well preserved castle with great views and ""the game of thrones"" connections.",4,134,59,David E,"Reviewed June 19, 2018"
1557099746-565,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or250-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"there's 3 reasons why you should visit fort lovrijenac. the fort entrance ticket is included in the city walls ticket.  the views of the old town, walls and adriatic sea all together is breathtaking. if you are a game of thrones fan, you cannot miss...more","Edinburgh, United Kingdom",2017-07-01T00:00:00Z,"great views, but a bit disappointing inside!",4,47,22,AnuSrinath,"Reviewed July 27, 2017"
1557099757-608,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or210-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,visited here on a got tour as did not realize admission was included on the dubrovnik walls ticket. very interesting to see how hbo used it for got. fort is well kept up. there is a steep climb to get to it but is well...more,"Boston, Massachusetts",2017-09-01T00:00:00Z,interesting & great views,5,98,32,ElynnT,"Reviewed September 21, 2017"
1557099734-522,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or300-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"this was included in our city wall ticket and we almost didn't go but so glad we did.  the walk over was very pretty, around a nice cove and through some neighborhoods that were very pretty.  the views were great from the fort but it...more",null,2017-03-01T00:00:00Z,worth taking the time to visit,5,34,14,Jodi G,"Reviewed April 10, 2017"
1557099665-258,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or560-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"if you have bought a ticket for the city walls walk then it also entitles you to visit this fort, just outside the old town near pile gate, which also has some fantastic views and photo opportunities","Pontefract, United Kingdom",2015-09-01T00:00:00Z,worth a visit.,4,96,36,glescaboy,"Reviewed October 5, 2015"
1557099673-290,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or530-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"you see the fort from so many places in dubrovnik it would be a shame to not visit. 
entry is reasonable just like most attractions in the city and the views are fantastic, just like most views in the city. 
as a game of thrones...more","Plymouth, United Kingdom",2015-09-01T00:00:00Z,reasonably priced.,5,85,63,607lewisl,"Reviewed December 14, 2015"
1557099665-253,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or560-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"included in your city walls ticket or city pass its worth climbing lots of steps to the fort, helps to work off lunch!","Storrington, United Kingdom",2015-10-01T00:00:00Z,great views of the city and impressive fort,4,355,216,Smaske1,"Reviewed October 9, 2015"
