ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557164682-1891,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or200-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"like so many british harbours, has seen better times economically but still retains that maritime charm.  a very popular spot for international and domestic tourists.  popular with game of thrones fans.  great for the kids and dog to climb around on the rocks and quayside....more","Cramlington, United Kingdom",2017-08-01T00:00:00Z,beautiful traditional working harbour,5,18,8,815warwickr,"Reviewed August 3, 2017"
1557164694-1933,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or160-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we came here to see the harbour because of the tv series, it didn't disappoint. it looked as good as on tv, even the weather was as gray and miserable. we had the best lunch at the red door cottage.","Prague, Czech Republic",2017-08-01T00:00:00Z,game of thrones spot,4,1265,493,JanaZC,"Reviewed September 15, 2017"
1557164633-1718,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or370-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we simple came down from the main road out of curiosity only to find a beautiful harbour setting. only later did we discover the game of thrones link.
it's really worth a visit if you are in the area.
the cafe also provides great food....more","Wellingborough, United Kingdom",2016-06-01T00:00:00Z,absolutely beautiful,5,174,72,johnboy1066,"Reviewed July 5, 2016"
1557164648-1771,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or320-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,lucky to visit when not raining and not many people so easy to park. after viewing this small harbour take a walk to the west (left from the car park) and follow the path past the caves and you will see some very stunning bays...more,Western Australia,2016-08-01T00:00:00Z,great place to walk as well,5,43,22,MikeBevTravels,"Reviewed August 28, 2016"
1557164660-1811,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or280-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"even though it was a cold windy day, it still didn't diminish the beauty of this small quaint harbour. its worth a quick visit if you happen to be passing by.","Sheffield, United Kingdom",2017-01-01T00:00:00Z,picturesque harbour,4,43,17,Wityscreenname,"Reviewed January 3, 2017"
1557164732-2061,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,a wonderful spot to stop and rest. it is a beautiful little harbor that gives you a sense of what it was like to try to make a living on that wild coast.,"Creswell, Oregon",2018-10-01T00:00:00Z,beautiful!,5,10,1,dvandervort,"Reviewed November 17, 2018"
1557164648-1770,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or320-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,if you are a fan of beautiful views and great hospitality you can't do better than stay in the castle b&b. lovely rooms just a short stroll to the beach and harbour.  this area of coastline is a real gem.,London,2016-08-01T00:00:00Z,beautiful b&b in game of thrones pikeland,5,16,13,DAF01,"Reviewed August 29, 2016"
1557164668-1846,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or250-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this  harbour was only 15 minutes walk from our b&b and our host suggested a visit. we took his advice and were not disappointed. it is a typical ols stone-built harbour an is very photogenic. worth the walk.,"Rochester, United Kingdom",2017-04-01T00:00:00Z,quaint old harbour,4,358,105,Arthur W,"Reviewed April 25, 2017"
1557164668-1844,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or250-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,a great place to walk in fresh air to blow the cobwebs away. very picturesque but exposec to the elements,Belfast,2017-04-01T00:00:00Z,"wild, windy and exhilerating",5,123,70,Mike B,"Reviewed April 27, 2017"
1557164700-1954,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or140-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"ballintoy harbour is simply charming , with a greater emphasis on the adjective. were it any further embellished or serviced, it would possibly tip a delicate balance. i wish there were no would be artist/painters, snack sales or the like (though the restrooms are a...more",New York,2017-09-01T00:00:00Z,glad to be here other than in high season peppered with touristed buses & gt addict fans,4,976,730,preglad,"Reviewed October 27, 2017"
1557164630-1714,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or380-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy harbour is such a beautiful and peaceful place. food served in the little cottage is homemade and so tasty. the views around are amazing â�¤ï¸�ðÿ˜„,"County Tyrone, United Kingdom",2016-06-01T00:00:00Z,such a peaceful place,5,3,0,M406LEmaryc,"Reviewed June 6, 2016"
1557164703-1958,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or130-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the harbour is beautifully situated and a delight to visit. it has been used for filming scenes for game of thrones. the surrounding area is lovely to stroll around, with fabulous views.",null,2017-08-01T00:00:00Z,beautiful little harbour,5,137,41,brendywell,"Reviewed January 14, 2018"
1557164735-2069,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or20-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the harbour is super picturesque and according to my husband the setting wasnâ€™t changed for the filming, unlike many other locations which used cgi to make them more grand etc.  

from this location you can see the carrick-a-rede rope bridge.","Sudbury, Canada",2018-10-01T00:00:00Z,game of thrones filming location...,4,166,85,KTRWAnderson,"Reviewed March 3, 2019"
1557164581-1546,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or550-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"such gorgeous sights around every corner.  quaint boats, small cottages, and blue ocean. we took lots of photos on the beach and they're excellent, but couldn't capture the real beauty we saw while there in person.","Wyandotte, Michigan",2014-09-01T00:00:00Z,breathtaking!,5,124,49,Lori48192,"Reviewed September 17, 2014"
1557164650-1778,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or310-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,definitely a must see if you are game of thrones fan.  beautiful and breathe taking view.  nice walk and plenty to see.,null,2016-09-01T00:00:00Z,awesome!,5,19,12,Joe and Vicki V,"Reviewed September 11, 2016"
1557164706-1974,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or120-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"snowing a blizzard when we arrived so waited in the car for 10 minutes but then it cleared and the weather was fantastic so the photography could begin.
it would be all too easy to be overwhelmed with the huge waves crashing over the rocks...more","Bristol, United Kingdom",2018-02-01T00:00:00Z,a seascape photographer's dream,5,538,214,Terence K,"Reviewed February 9, 2018"
1557164688-1913,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this was a saturday in august, so getting the car parked took quite a while.  the scenery is really amazing, all gnarly points of rock standing out of the sea.  no wonder they like to film that tv show here.  there was a cave with...more","Carrickfergus, United Kingdom",2017-08-01T00:00:00Z,too popular?,4,747,1514,Steveodo,"Reviewed August 24, 2017"
1557164630-1713,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or380-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,you will drive off the path to find this quaint little harbor but what a harbor it is. it is the scene for the iron isles and you can see it quite clearly. drive down the road past the churxh and down you go. the...more,"Baldwinsville, New York",2016-06-01T00:00:00Z,game of thrones site!,5,348,62,jackinthebox422,"Reviewed June 8, 2016"
1557164598-1603,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or490-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"you'll recognize this harbor as pyke from the game of thrones, if you're familiar with the show. but it's lovely in its own right. on a warm (for ireland) summer day, it offers still water in the harbor, surrounded by breaking waves all over the...more","Boston, Massachusetts",2015-07-01T00:00:00Z,more gorgeous scenery,5,81,46,Ww1614,"Reviewed August 4, 2015"
1557164624-1694,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or400-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"one of the prettiest little harbours i have been to. limited parking, advise get there early. 

the coffee shop on the harbour do very impressive home made cakes and quite nice coffee.","Bristol, United Kingdom",2016-04-01T00:00:00Z,beautiful harbour with amazing cakes,4,9,4,Stephen  R,"Reviewed April 24, 2016"
1557164666-1831,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or260-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the staff at the atlantic portrush recommended a visit and arranged a taxi to take us down and return for us. the area is 'the iron islands' in the game of thrones so attracts a lot of visitors.
unlikely as it seems the little pier...more","Derry, United Kingdom",2017-04-01T00:00:00Z,stunning scenery,5,15,11,daderrydude,"Reviewed April 10, 2017"
1557164621-1679,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or410-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we drove down to the harbor and walked around some.  at low tide, there are many rocky islands that can been seen.  there are a couple of sandy beaches.  i was told that game of thrones filming takes place here.","Reno, Nevada",2016-04-01T00:00:00Z,lots of rocky islands at low tide,3,595,160,Fred T,"Reviewed April 5, 2016"
1557164656-1800,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or290-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"i was very surprised to see anything less than 5 stars for this place. this is beautiful. true there are aren't any amusement arcades or 5 star hotels but you're missing the point. this is an old, traditional harbour (no boats) and seeing the waves...more",null,2016-10-01T00:00:00Z,the best place in ni,5,15,9,Matthew T,"Reviewed October 28, 2016"
1557164674-1865,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or230-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"really, although a nice place, there's not really all that much to see or do.  good place to stop and stretch one's legs but that's about it.","Ocala, Florida",2017-05-01T00:00:00Z,small and usual,3,813,346,Kairho1,"Reviewed June 13, 2017"
1557164615-1663,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or430-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"never in my life have i seen a dessert table like this... the mum makes the food and the daughters work the cafe, its really small, and always soo busy, but soo worth it the views and the place is so old and sits right...more","Toronto, Canada",2015-11-01T00:00:00Z,the little harbour cafe,5,38,36,lynnp55555,"Reviewed November 29, 2015"
1557164561-1472,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or620-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy harbour is a stunning small harbour on the north coast.  it can be busy on sunny days like today and the car park can become a battlefield!  it is as amazing in the depths of winter as it is in the height of summer...more,"Ballyclare, United Kingdom",2013-07-01T00:00:00Z,a stunning place to relax,5,184,194,Pamelab1048,"Reviewed July 14, 2013"
1557164735-2068,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or20-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"lovely beach with multiple small islands to climb around on and two caves to explore, the harbor itself is small cafe.  the road in is very narrow and, on the day we were there, parking was atrocious.",null,2018-07-01T00:00:00Z,"nice beach, bad parking",4,9,2,M2369HGpatrickm,"Reviewed March 6, 2019"
1557164663-1825,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or270-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we took the windy road to ballintoy harbour to see explore a former game of thrones filming location. we had a great time ""lordsport"" walking around snapping photos & videos, climbing on the grass cover rocks to watch the waves crash in.","Port Orange, Florida",2016-10-01T00:00:00Z,exploring a game of thrones filming location,4,38,18,Grace_Kellar,"Reviewed February 12, 2017"
1557164618-1674,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or420-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,visited the harbour but was mid january and not much happening to be honest may come back in the spring when it maybe busier,"Shaldon, United Kingdom",2016-01-01T00:00:00Z,small harbour,3,231,55,945gary,"Reviewed January 17, 2016"
1557164648-1767,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or320-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we were fortunate to have nice weather and there were not a lot of people out at the the harbor.  we enjoyed walking around the harbor and imagining the scenes from games of thrones. it is breath taking coastline.,null,2015-09-01T00:00:00Z,"absolutely beautiful coastline, a must for got fans",4,288,35,erinsP4047SG,"Reviewed August 30, 2016"
1557164700-1956,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or140-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we visited 2 days running, so that alone tells you something.
i can imagine this place gets mixed reviews, especially from people expecting too much. it is after all a small harbour. however, it is a very picturesque one, which we as photographers, really enjoyed....more","Poole, United Kingdom",2017-10-01T00:00:00Z,"different days, different experience",4,141,64,342AmandaM342,"Reviewed October 25, 2017"
1557164688-1915,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"ok so yes we came here as it was used for filming the game of thrones' iron islands! and you can see why; it's a lot of shades of grey, where we recognised the harbour and theon's place of 'baptism' immediately. 

but what a surprising...more","Epping, United Kingdom",2017-08-01T00:00:00Z,peaceful stony beach & harbour,5,13,2,Enjoik,"Reviewed August 20, 2017"
1557164644-1757,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or330-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"ballintoy is a beautiful little harbour on the north coast of northern ireland, a world away in the attention it gets from other attractions on the north coast. but it's well located for those, being just a few miles away from the carrick-a-rede rope bridge,...more","Epsom, United Kingdom",2015-09-01T00:00:00Z,beautiful,4,17,2,David W,"Reviewed August 24, 2016"
1557164674-1860,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or230-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this really was a great place to visit and we did on the recommendation of our b&b host. it's a windy narrow road down to it, but plenty of parking when you get there (on a quiet friday morning at least).  the harbour is so...more","Hong Kong, China",2017-06-01T00:00:00Z,a hidden gem!,5,461,185,KeithR903,"Reviewed June 30, 2017"
1557164578-1530,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or560-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,a super small harbour with cafe and toilets. can get crowded in car park and narrow steep road with bends down to it. good food at the cafe but limited space. outside tables but no use if raining.,gewkcgh,2014-08-01T00:00:00Z,ballintoy harbour,5,51,15,mylorddwc,"Reviewed September 1, 2014"
1557164615-1660,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or430-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"nice quaint little harbour, made famous by fleeting footage in ""game of thrones"".    well worth a detour if you're doing the causeway coastal route (but not worth a special trip unless you're a real game of thrfones nut).",London,2015-12-01T00:00:00Z,nice little harbour,4,77,47,IonH,"Reviewed December 15, 2015"
1557164615-1658,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or430-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,great when the tide is in and the sea is wild. lots of points where the waves overflow and show the power of the sea. very picturesque.,Haverfordwest,2015-12-01T00:00:00Z,lovely little place,5,55,32,Cheryl N,"Reviewed December 27, 2015"
1557164551-1448,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or650-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"iron islands is as beautiful in person as it is in the show! we got off our coach, got to visit the harbor, take images and ask questions to our guides, there was also a spiel with brief description on the show and how iron...more",null,2019-03-01T00:00:00Z,got fans a must!,5,1,0,JoJoSteve1010,Reviewed 2 weeks ago
1557164630-1709,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or380-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"no bus or coach access enables this to be a particularly lovely place to visit on the north coast as it does good to get away from the hoards arriving all at once. good for the economy as they are, they do tend to be...more","Derbyshire, United Kingdom",2016-06-01T00:00:00Z,no bus or coach access helps make this a lovely place to visit,5,48,34,Mikeboy1,"Reviewed June 17, 2016"
1557164668-1839,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or250-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this is a beautiful harbor even if you don't watch got, but if you do then welcome to the iron islands! have a beautiful little stroll!","Richmond, Virginia",2017-04-01T00:00:00Z,wonderful stop for got fans!,5,28,5,TammyQ,"Reviewed May 10, 2017"
1557164700-1948,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or140-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we came here on the got iron islands tour. it's a beautiful little harbor where they shoot scenes from game of thrones. it looks medieval and has gorgeous views. there weren't too many people when we were there but some tours stop there, so you...more","Providence, Rhode Island",2017-09-01T00:00:00Z,beautiful harbor,4,408,115,HurricaneHetty,"Reviewed November 7, 2017"
1557164735-2074,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or20-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we stopped off for a walk along the costal route and were not disappointed. this is an interest point for any game of thrones fans, however it's just a lovely harbor for anyone who hasn't seen the show. there's a cottage turned into a cafe...more","Belfast, United Kingdom",2019-01-01T00:00:00Z,very picturesque,5,25,15,Claire W,"Reviewed January 20, 2019"
1557164586-1564,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or530-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the day we went it was very windy and the waves were awesome, beautiful place. we picked a great day to go.the cafe wasn't brilliant & had a strange smell, but we didn't go for that just the views.","Exeter, United Kingdom",2015-02-01T00:00:00Z,wow,4,45,16,Suem1954,"Reviewed March 9, 2015"
1557164589-1568,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or520-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"it is a lovely place but was raining couldn't get out .. sat and looked at from the car, the lace is very scenic","Bengaluru, India",2015-05-01T00:00:00Z,was raining,5,18,13,TravelLiving23,"Reviewed June 1, 2015"
1557164607-1631,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or460-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,enjoyed an afternoon there. breathtaking views. rathlin island in the background. important place to see if you're a fan of game of thrones. be careful of the midges though as there were small ponds on the rocks and they were a breeding ground for the...more,"York, United Kingdom",2015-09-01T00:00:00Z,beautiful!,4,58,26,Nia7x,"Reviewed September 21, 2015"
1557164656-1798,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or290-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"what a gorgeous wee harbour. we loved it. worth seeking out and only a 14 minute detour when you're heading to giants causeway from belfast. 

travelling with the parents this trip. they are mad keen on game of thrones and this harbour features as the...more","Melbourne, Australia",2016-11-01T00:00:00Z,stunning,5,92,19,squashedbug,"Reviewed November 9, 2016"
1557164729-2055,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or40-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"i went there at high tide, the angry sea crashing against huge rocks you could feel the sea water hitting your face. there was loads of information to read on plaques, specially if your like me and like got. the plaques show you where things...more","Brighton, United Kingdom",2018-10-01T00:00:00Z,stunning scenery,5,16,5,IzzyOaks,"Reviewed October 8, 2018"
1557164630-1712,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or380-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the road down will make you wish you ordered a sub-compact rental car as its a quintessential narrow windy road with blind corners, but you are rewarded with a quaint harbour with beautiful old stone work which is surrounded by moonscape type ragged rock outcrops...more","Oakville, Canada",2016-05-01T00:00:00Z,take a deep breath before you drive down,4,385,196,NoKidsWillTravel,"Reviewed June 11, 2016"
1557164598-1600,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or490-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,an amazing and beautiful harbour with a lot of sightseeing to offer ruined by the terrible restaurant right in the middle of it. the food was tasteless and their home made and daily specials consisted of frozen vegetables and microwave heated shepherds pie. did not...more,"Portstewart, United Kingdom",2015-07-01T00:00:00Z,avoid the restaurant cottage at all cost,4,118,44,587mihaj,"Reviewed August 9, 2015"
1557164638-1742,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or350-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,just go! it was beautiful. picturesque and serene. local fisherman and people cave swimming. game of thrones location too.,"Whitehorse, Canada",2016-07-01T00:00:00Z,sunset was beautiful,5,37,19,MsSchmengie,"Reviewed July 30, 2016"
1557164604-1622,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or470-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"visited ballintoy harbour after the rope bridge with my american cousins and my daughter.  we couldn't stay as the car park was full, such a pity as it is a really nice place to stop off.",Sligo,2015-08-01T00:00:00Z,beautiful place - pity about the lack of parking places,4,59,55,Sligocitytrippers,"Reviewed August 25, 2015"
1557164609-1641,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or450-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,lovely spot to relax by the water. read the plaques giving the history of the harbour and see where they filmed some scenes from game of thrones. stop into the red door tea room just up the road for lunch or tea and scones!,"Ontario, Canada",2015-09-01T00:00:00Z,picturesque harbour with lots of history!,5,22,3,davidandmaryanne,"Reviewed October 14, 2015"
1557164558-1461,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or630-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we visited this amazing place on a sunday morning and the cafe was not open. it is well worth the drive down the twisty narrow road just to take in the breathtaking view of the waves crashing on the rocks of the small bay. the...more,"Lisburn, United Kingdom",2013-05-01T00:00:00Z,stunning location,5,39,21,BelindaF239,"Reviewed May 27, 2013"
1557164594-1594,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or500-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"been coming here around 30 years, long before game of thrones got here.
my husbands ashes were scattered around here, his dying wish. beautiful place, stunning views but go mid week, it's far too busy at weekends!",Belfast,2014-08-01T00:00:00Z,romantic place.,5,45,41,Scunnered101,"Reviewed July 15, 2015"
1557164732-2060,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we stopped to view a filming location for got and was treated to a lovely little harbor and clean public restrooms.,"Tampa, Florida",2018-08-01T00:00:00Z,lovely respite stop,4,595,175,The_Hailes,"Reviewed November 25, 2018"
1557164575-1524,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or570-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"visited the cafe by the harbour today after seeing it on the tv show ""countrywise"". what a disappointment- ordered tea and cake after the programme suggested this place did the best cakes ever and have been providing them for years. the waiting staff were pleasant...more","Newcastle, United Kingdom",2014-07-01T00:00:00Z,really disappointed,1,3,4,Blinnia,"Reviewed July 25, 2014"
1557164712-1994,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or100-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"you travel down a very small road into the harbour which is cool by itself, we only did a brief stop as the we were looking  at all the game of thrones sites. would be a good lunch spot","Wells, United Kingdom",2018-05-01T00:00:00Z,lovely little harbour,4,177,67,Southwestpt,"Reviewed May 15, 2018"
1557164563-1481,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or610-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this was the absolute highlight of a day spent touring antrim. we visited bushmills old distillery, giant's causeway, carrick-a-reded and ballintoy harbour.  it's a windey drive down to the harbour, but it is so worth it when you get there. the harbour was used in...more","Dundalk, Ireland",2013-08-01T00:00:00Z,a stunning harbour tucked away on the antrim coast,5,140,89,K1Z,"Reviewed August 27, 2013"
1557164566-1496,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or600-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"tiny harbour wilt fantastic view. very tranquil, especially with the sun shining. small tea shop for refreshments. worth the detour from the coastal route","Croydon, United Kingdom",2013-09-01T00:00:00Z,a beautiful wee harbour,5,38,21,bobelmer51,"Reviewed September 12, 2013"
1557164572-1508,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or580-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"it's a hair-raising drive down to the harbor, with zigs and zags -- be careful.  but, it is worth it.  the ride down is breathtaking but so is the beauty of the little harbor.  we saw seals on the rocks sunning themselves and there is...more","Philadelphia, Pennsylvania",2014-06-01T00:00:00Z,breathtaking balintoy harbor,5,15,8,deeloves2travel,"Reviewed July 1, 2014"
1557164583-1547,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or540-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"loved the harbour. beautiful, tranquil and scenic.  loved walking around.  my partner wanted to see it because he's a game of thrones fan. i never watch it. both impressed along with our daughter.","Belfast, United Kingdom",,beautiful harbour,5,25,26,Kabelfast,"Reviewed February 18, 2015"
1557164700-1955,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or140-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a must visit for game of thrones enthuisiasts if nothing else, but its a delightfull quaint little harbour and the views of raithlin island are not to be missed","Stockport, United Kingdom",2017-10-01T00:00:00Z,spectacular views of raithlin,4,199,139,BryantheViking71,"Reviewed October 26, 2017"
1557164586-1565,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or530-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy is a tiny little village on the coastal route between bayycastle and portrush on the famous antrim coast road. the village itself is really not so impressive but to get to the harbour - well signposted - you take a serpetine narrow road down...more,Thessaloniki,2014-08-01T00:00:00Z,serene and beautiful little corner of the world,4,109,48,ColinMcCull,"Reviewed March 2, 2015"
1557164685-1897,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or190-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,if you love game of thrones...this is the coast for you in ireland...all along the way you will find hidden gems like this one!,"Portsmouth, United Kingdom",2017-08-01T00:00:00Z,stunning place to visit,5,22,8,WynelleCowdery,"Reviewed August 19, 2017"
1557164578-1527,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or560-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"if you see the sign, take the turning to see this location! very picturesque and a filming location for ""game of thrones"".",Duesseldorf,2014-09-01T00:00:00Z,remarkable,5,63,52,EJW44,"Reviewed September 14, 2014"
